Date,Close
2012-07-03 00:00:00+00:00,6.47
2012-07-04 00:00:00+00:00,6.49
2012-07-05 00:00:00+00:00,6.66
2012-07-06 00:00:00+00:00,6.58
2012-07-07 00:00:00+00:00,6.66
2012-07-08 00:00:00+00:00,6.77
2012-07-09 00:00:00+00:00,6.67
2012-07-10 00:00:00+00:00,7.0
2012-07-11 00:00:00+00:00,7.1
2012-07-12 00:00:00+00:00,7.1
2012-07-13 00:00:00+00:00,7.65
2012-07-14 00:00:00+00:00,7.44
2012-07-15 00:00:00+00:00,7.4
2012-07-16 00:00:00+00:00,8.05
2012-07-17 00:00:00+00:00,8.42
2012-07-18 00:00:00+00:00,9.1
2012-07-19 00:00:00+00:00,9.2
2012-07-20 00:00:00+00:00,8.53
2012-07-21 00:00:00+00:00,8.86
2012-07-22 00:00:00+00:00,8.64
2012-07-23 00:00:00+00:00,8.78
2012-07-24 00:00:00+00:00,8.57
2012-07-25 00:00:00+00:00,8.49
2012-07-26 00:00:00+00:00,8.61
2012-07-27 00:00:00+00:00,8.83
2012-07-28 00:00:00+00:00,8.9
2012-07-29 00:00:00+00:00,8.72
2012-07-30 00:00:00+00:00,8.9
2012-07-31 00:00:00+00:00,9.2
2012-08-01 00:00:00+00:00,9.36
2012-08-02 00:00:00+00:00,9.81
2012-08-03 00:00:00+00:00,10.86
2012-08-04 00:00:00+00:00,10.97
2012-08-05 00:00:00+00:00,10.4
2012-08-06 00:00:00+00:00,10.84
2012-08-07 00:00:00+00:00,10.74
2012-08-08 00:00:00+00:00,10.96
2012-08-09 00:00:00+00:00,11.09
2012-08-10 00:00:00+00:00,11.25
2012-08-11 00:00:00+00:00,11.31
2012-08-12 00:00:00+00:00,11.69
2012-08-13 00:00:00+00:00,11.58
2012-08-14 00:00:00+00:00,12.03
2012-08-15 00:00:00+00:00,12.66
2012-08-16 00:00:00+00:00,13.42
2012-08-17 00:00:00+00:00,12.98
2012-08-18 00:00:00+00:00,11.95
2012-08-19 00:00:00+00:00,8.57
2012-08-20 00:00:00+00:00,9.41
2012-08-21 00:00:00+00:00,10.44
2012-08-22 00:00:00+00:00,10.42
2012-08-23 00:00:00+00:00,10.06
2012-08-24 00:00:00+00:00,10.26
2012-08-25 00:00:00+00:00,10.44
2012-08-26 00:00:00+00:00,10.5
2012-08-27 00:00:00+00:00,10.58
2012-08-28 00:00:00+00:00,11.17
2012-08-29 00:00:00+00:00,10.85
2012-08-30 00:00:00+00:00,10.54
2012-08-31 00:00:00+00:00,9.81
2012-09-01 00:00:00+00:00,10.14
2012-09-02 00:00:00+00:00,10.14
2012-09-03 00:00:00+00:00,10.3
2012-09-04 00:00:00+00:00,10.4
2012-09-05 00:00:00+00:00,10.59
2012-09-06 00:00:00+00:00,10.87
2012-09-07 00:00:00+00:00,11.08
2012-09-08 00:00:00+00:00,10.97
2012-09-09 00:00:00+00:00,10.85
2012-09-10 00:00:00+00:00,10.98
2012-09-11 00:00:00+00:00,10.65
2012-09-12 00:00:00+00:00,11.13
2012-09-13 00:00:00+00:00,11.3
2012-09-14 00:00:00+00:00,11.7
2012-09-15 00:00:00+00:00,11.6
2012-09-16 00:00:00+00:00,11.68
2012-09-17 00:00:00+00:00,11.84
2012-09-18 00:00:00+00:00,11.89
2012-09-19 00:00:00+00:00,12.4
2012-09-20 00:00:00+00:00,12.45
2012-09-21 00:00:00+00:00,12.35
2012-09-22 00:00:00+00:00,12.05
2012-09-23 00:00:00+00:00,11.86
2012-09-24 00:00:00+00:00,11.95
2012-09-25 00:00:00+00:00,11.85
2012-09-26 00:00:00+00:00,12.1
2012-09-27 00:00:00+00:00,12.25
2012-09-28 00:00:00+00:00,12.26
2012-09-29 00:00:00+00:00,12.22
2012-09-30 00:00:00+00:00,12.17
2012-10-01 00:00:00+00:00,12.08
2012-10-02 00:00:00+00:00,12.3
2012-10-03 00:00:00+00:00,12.9
2012-10-04 00:00:00+00:00,12.7
2012-10-05 00:00:00+00:00,12.64
2012-10-06 00:00:00+00:00,12.38
2012-10-07 00:00:00+00:00,11.75
2012-10-08 00:00:00+00:00,11.64
2012-10-09 00:00:00+00:00,11.89
2012-10-10 00:00:00+00:00,12.01
2012-10-11 00:00:00+00:00,11.78
2012-10-12 00:00:00+00:00,12.0
2012-10-13 00:00:00+00:00,11.82
2012-10-14 00:00:00+00:00,11.84
2012-10-15 00:00:00+00:00,11.49
2012-10-16 00:00:00+00:00,11.93
2012-10-17 00:00:00+00:00,11.9
2012-10-18 00:00:00+00:00,11.83
2012-10-19 00:00:00+00:00,11.65
2012-10-20 00:00:00+00:00,11.63
2012-10-21 00:00:00+00:00,11.58
2012-10-22 00:00:00+00:00,11.54
2012-10-23 00:00:00+00:00,11.49
2012-10-24 00:00:00+00:00,11.46
2012-10-25 00:00:00+00:00,10.85
2012-10-26 00:00:00+00:00,9.81
2012-10-27 00:00:00+00:00,10.62
2012-10-28 00:00:00+00:00,10.58
2012-10-29 00:00:00+00:00,10.59
2012-10-30 00:00:00+00:00,10.7
2012-10-31 00:00:00+00:00,10.75
2012-11-01 00:00:00+00:00,10.98
2012-11-02 00:00:00+00:00,10.68
2012-11-03 00:00:00+00:00,10.67
2012-11-04 00:00:00+00:00,10.53
2012-11-05 00:00:00+00:00,10.78
2012-11-06 00:00:00+00:00,10.57
2012-11-07 00:00:00+00:00,10.82
2012-11-08 00:00:00+00:00,10.8
2012-11-09 00:00:00+00:00,10.81
2012-11-10 00:00:00+00:00,10.87
2012-11-11 00:00:00+00:00,10.64
2012-11-12 00:00:00+00:00,10.85
2012-11-13 00:00:00+00:00,10.98
2012-11-14 00:00:00+00:00,10.98
2012-11-15 00:00:00+00:00,10.98
2012-11-16 00:00:00+00:00,11.56
2012-11-17 00:00:00+00:00,11.51
2012-11-18 00:00:00+00:00,11.57
2012-11-19 00:00:00+00:00,11.63
2012-11-20 00:00:00+00:00,11.63
2012-11-21 00:00:00+00:00,11.64
2012-11-22 00:00:00+00:00,12.11
2012-11-23 00:00:00+00:00,12.04
2012-11-24 00:00:00+00:00,12.17
2012-11-25 00:00:00+00:00,12.21
2012-11-26 00:00:00+00:00,12.23
2012-11-27 00:00:00+00:00,11.95
2012-11-28 00:00:00+00:00,12.2
2012-11-29 00:00:00+00:00,12.38
2012-11-30 00:00:00+00:00,12.42
2012-12-01 00:00:00+00:00,12.34
2012-12-02 00:00:00+00:00,12.45
2012-12-03 00:00:00+00:00,12.47
2012-12-04 00:00:00+00:00,12.77
2012-12-05 00:00:00+00:00,13.29
2012-12-06 00:00:00+00:00,13.27
2012-12-07 00:00:00+00:00,13.35
2012-12-08 00:00:00+00:00,13.34
2012-12-09 00:00:00+00:00,13.18
2012-12-10 00:00:00+00:00,13.28
2012-12-11 00:00:00+00:00,13.4
2012-12-12 00:00:00+00:00,13.39
2012-12-13 00:00:00+00:00,13.48
2012-12-14 00:00:00+00:00,13.52
2012-12-15 00:00:00+00:00,13.38
2012-12-16 00:00:00+00:00,13.27
2012-12-17 00:00:00+00:00,13.08
2012-12-18 00:00:00+00:00,13.05
2012-12-19 00:00:00+00:00,13.28
2012-12-20 00:00:00+00:00,13.44
2012-12-21 00:00:00+00:00,13.3
2012-12-22 00:00:00+00:00,13.2
2012-12-23 00:00:00+00:00,13.21
2012-12-24 00:00:00+00:00,13.03
2012-12-25 00:00:00+00:00,13.24
2012-12-26 00:00:00+00:00,13.16
2012-12-27 00:00:00+00:00,13.0
2012-12-28 00:00:00+00:00,13.13
2012-12-29 00:00:00+00:00,13.24
2012-12-30 00:00:00+00:00,13.29
2012-12-31 00:00:00+00:00,13.24
2013-01-01 00:00:00+00:00,13.1
2013-01-02 00:00:00+00:00,13.06
2013-01-03 00:00:00+00:00,13.1
2013-01-04 00:00:00+00:00,13.17
2013-01-05 00:00:00+00:00,13.14
2013-01-06 00:00:00+00:00,13.15
2013-01-07 00:00:00+00:00,13.2
2013-01-08 00:00:00+00:00,13.45
2013-01-09 00:00:00+00:00,13.61
2013-01-10 00:00:00+00:00,13.9
2013-01-11 00:00:00+00:00,14.03
2013-01-12 00:00:00+00:00,13.84
2013-01-13 00:00:00+00:00,13.94
2013-01-14 00:00:00+00:00,14.01
2013-01-15 00:00:00+00:00,14.22
2013-01-16 00:00:00+00:00,14.45
2013-01-17 00:00:00+00:00,15.36
2013-01-18 00:00:00+00:00,15.7
2013-01-19 00:00:00+00:00,15.32
2013-01-20 00:00:00+00:00,15.5
2013-01-21 00:00:00+00:00,16.32
2013-01-22 00:00:00+00:00,17.49
2013-01-23 00:00:00+00:00,17.58
2013-01-24 00:00:00+00:00,18.25
2013-01-25 00:00:00+00:00,17.3
2013-01-26 00:00:00+00:00,17.17
2013-01-27 00:00:00+00:00,17.54
2013-01-28 00:00:00+00:00,18.18
2013-01-29 00:00:00+00:00,19.16
2013-01-30 00:00:00+00:00,19.31
2013-01-31 00:00:00+00:00,20.79
2013-02-01 00:00:00+00:00,20.65
2013-02-02 00:00:00+00:00,20.19
2013-02-03 00:00:00+00:00,20.24
2013-02-04 00:00:00+00:00,20.34
2013-02-05 00:00:00+00:00,20.3
2013-02-06 00:00:00+00:00,20.89
2013-02-07 00:00:00+00:00,21.46
2013-02-08 00:00:00+00:00,22.3
2013-02-09 00:00:00+00:00,23.25
2013-02-10 00:00:00+00:00,23.47
2013-02-11 00:00:00+00:00,23.8
2013-02-12 00:00:00+00:00,25.76
2013-02-13 00:00:00+00:00,25.5
2013-02-14 00:00:00+00:00,26.68
2013-02-15 00:00:00+00:00,27.42
2013-02-16 00:00:00+00:00,27.09
2013-02-17 00:00:00+00:00,26.1
2013-02-18 00:00:00+00:00,26.81
2013-02-19 00:00:00+00:00,28.6
2013-02-20 00:00:00+00:00,29.8
2013-02-21 00:00:00+00:00,30.0
2013-02-22 00:00:00+00:00,31.48
2013-02-23 00:00:00+00:00,28.91
2013-02-24 00:00:00+00:00,30.28
2013-02-25 00:00:00+00:00,30.4
2013-02-26 00:00:00+00:00,31.41
2013-02-27 00:00:00+00:00,31.55
2013-02-28 00:00:00+00:00,33.98
2013-03-01 00:00:00+00:00,34.7
2013-03-02 00:00:00+00:00,34.18
2013-03-03 00:00:00+00:00,34.3
2013-03-04 00:00:00+00:00,36.51
2013-03-05 00:00:00+00:00,40.03
2013-03-06 00:00:00+00:00,48.0
2013-03-07 00:00:00+00:00,42.42
2013-03-08 00:00:00+00:00,43.78
2013-03-09 00:00:00+00:00,45.02
2013-03-10 00:00:00+00:00,46.2
2013-03-11 00:00:00+00:00,48.3
2013-03-12 00:00:00+00:00,44.89
2013-03-13 00:00:00+00:00,46.69
2013-03-14 00:00:00+00:00,47.39
2013-03-15 00:00:00+00:00,47.1
2013-03-16 00:00:00+00:00,47.0
2013-03-17 00:00:00+00:00,47.09
2013-03-18 00:00:00+00:00,47.67
2013-03-19 00:00:00+00:00,57.78
2013-03-20 00:00:00+00:00,65.49
2013-03-21 00:00:00+00:00,73.89
2013-03-22 00:00:00+00:00,71.03
2013-03-23 00:00:00+00:00,62.24
2013-03-24 00:00:00+00:00,70.8
2013-03-25 00:00:00+00:00,77.0
2013-03-26 00:00:00+00:00,77.89
2013-03-27 00:00:00+00:00,89.49
2013-03-28 00:00:00+00:00,94.5
2013-03-29 00:00:00+00:00,90.22
2013-03-30 00:00:00+00:00,92.4
2013-03-31 00:00:00+00:00,94.08
2013-04-01 00:00:00+00:00,103.99
2013-04-02 00:00:00+00:00,113.8
2013-04-03 00:00:00+00:00,133.7
2013-04-04 00:00:00+00:00,133.21
2013-04-05 00:00:00+00:00,142.0
2013-04-06 00:00:00+00:00,142.79
2013-04-07 00:00:00+00:00,158.28
2013-04-08 00:00:00+00:00,193.2
2013-04-09 00:00:00+00:00,229.5
2013-04-10 00:00:00+00:00,130.0
2013-04-11 00:00:00+00:00,60.01
2013-04-12 00:00:00+00:00,81.5
2013-04-13 00:00:00+00:00,87.0
2013-04-14 00:00:00+00:00,95.0
2013-04-15 00:00:00+00:00,87.0
2013-04-16 00:00:00+00:00,65.2
2013-04-17 00:00:00+00:00,87.03
2013-04-18 00:00:00+00:00,95.01
2013-04-19 00:00:00+00:00,117.0
2013-04-20 00:00:00+00:00,126.55
2013-04-21 00:00:00+00:00,121.36
2013-04-22 00:00:00+00:00,123.68
2013-04-23 00:00:00+00:00,134.5
2013-04-24 00:00:00+00:00,151.04
2013-04-25 00:00:00+00:00,145.5
2013-04-26 00:00:00+00:00,133.76
2013-04-27 00:00:00+00:00,127.03
2013-04-28 00:00:00+00:00,133.21
2013-04-29 00:00:00+00:00,142.35
2013-04-30 00:00:00+00:00,136.84
2013-05-01 00:00:00+00:00,110.66
2013-05-02 00:00:00+00:00,105.38
2013-05-03 00:00:00+00:00,91.27
2013-05-04 00:00:00+00:00,110.08
2013-05-05 00:00:00+00:00,115.63
2013-05-06 00:00:00+00:00,116.64
2013-05-07 00:00:00+00:00,106.99
2013-05-08 00:00:00+00:00,113.96
2013-05-09 00:00:00+00:00,112.5
2013-05-10 00:00:00+00:00,118.5
2013-05-11 00:00:00+00:00,115.38
2013-05-12 00:00:00+00:00,113.4
2013-05-13 00:00:00+00:00,116.73
2013-05-14 00:00:00+00:00,114.05
2013-05-15 00:00:00+00:00,109.36
2013-05-16 00:00:00+00:00,111.79
2013-05-17 00:00:00+00:00,117.97
2013-05-18 00:00:00+00:00,118.3
2013-05-19 00:00:00+00:00,116.49
2013-05-20 00:00:00+00:00,118.49
2013-05-21 00:00:00+00:00,117.88
2013-05-22 00:00:00+00:00,119.35
2013-05-23 00:00:00+00:00,121.89
2013-05-24 00:00:00+00:00,129.88
2013-05-25 00:00:00+00:00,128.5
2013-05-26 00:00:00+00:00,129.75
2013-05-27 00:00:00+00:00,123.58
2013-05-28 00:00:00+00:00,125.52
2013-05-29 00:00:00+00:00,130.02
2013-05-30 00:00:00+00:00,126.97
2013-05-31 00:00:00+00:00,127.24
2013-06-01 00:00:00+00:00,128.5
2013-06-02 00:00:00+00:00,120.0
2013-06-03 00:00:00+00:00,120.53
2013-06-04 00:00:00+00:00,120.58
2013-06-05 00:00:00+00:00,121.51
2013-06-06 00:00:00+00:00,119.47
2013-06-07 00:00:00+00:00,111.15
2013-06-08 00:00:00+00:00,109.94
2013-06-09 00:00:00+00:00,99.94
2013-06-10 00:00:00+00:00,103.63
2013-06-11 00:00:00+00:00,107.34
2013-06-12 00:00:00+00:00,108.42
2013-06-13 00:00:00+00:00,107.74
2013-06-14 00:00:00+00:00,100.12
2013-06-15 00:00:00+00:00,99.42
2013-06-16 00:00:00+00:00,100.3
2013-06-17 00:00:00+00:00,100.67
2013-06-18 00:00:00+00:00,105.69
2013-06-19 00:00:00+00:00,105.7
2013-06-20 00:00:00+00:00,106.7
2013-06-21 00:00:00+00:00,102.0
2013-06-22 00:00:00+00:00,100.0
2013-06-23 00:00:00+00:00,100.38
2013-06-24 00:00:00+00:00,99.47
2013-06-25 00:00:00+00:00,99.0
2013-06-26 00:00:00+00:00,98.21
2013-06-27 00:00:00+00:00,97.33
2013-06-28 00:00:00+00:00,89.97
2013-06-29 00:00:00+00:00,88.51
2013-06-30 00:00:00+00:00,89.0
2013-07-01 00:00:00+00:00,85.51
2013-07-02 00:00:00+00:00,87.3
2013-07-03 00:00:00+00:00,80.96
2013-07-04 00:00:00+00:00,79.96
2013-07-05 00:00:00+00:00,66.22
2013-07-06 00:00:00+00:00,65.65
2013-07-07 00:00:00+00:00,68.96
2013-07-08 00:00:00+00:00,73.91
2013-07-09 00:00:00+00:00,75.06
2013-07-10 00:00:00+00:00,79.41
2013-07-11 00:00:00+00:00,87.05
2013-07-12 00:00:00+00:00,88.45
2013-07-13 00:00:00+00:00,89.89
2013-07-14 00:00:00+00:00,92.33
2013-07-15 00:00:00+00:00,93.95
2013-07-16 00:00:00+00:00,91.58
2013-07-17 00:00:00+00:00,91.1
2013-07-18 00:00:00+00:00,85.01
2013-07-19 00:00:00+00:00,85.88
2013-07-20 00:00:00+00:00,86.32
2013-07-21 00:00:00+00:00,85.12
2013-07-22 00:00:00+00:00,85.2
2013-07-23 00:00:00+00:00,86.94
2013-07-24 00:00:00+00:00,87.92
2013-07-25 00:00:00+00:00,90.02
2013-07-26 00:00:00+00:00,90.5
2013-07-27 00:00:00+00:00,89.03
2013-07-28 00:00:00+00:00,91.55
2013-07-29 00:00:00+00:00,93.29
2013-07-30 00:00:00+00:00,94.14
2013-07-31 00:00:00+00:00,99.67
2013-08-01 00:00:00+00:00,96.02
2013-08-02 00:00:00+00:00,97.87
2013-08-03 00:00:00+00:00,95.96
2013-08-04 00:00:00+00:00,96.61
2013-08-05 00:00:00+00:00,97.93
2013-08-06 00:00:00+00:00,97.58
2013-08-07 00:00:00+00:00,97.63
2013-08-08 00:00:00+00:00,93.85
2013-08-09 00:00:00+00:00,92.95
2013-08-10 00:00:00+00:00,94.0
2013-08-11 00:00:00+00:00,94.0
2013-08-12 00:00:00+00:00,93.99
2013-08-13 00:00:00+00:00,96.84
2013-08-14 00:00:00+00:00,98.55
2013-08-15 00:00:00+00:00,98.75
2013-08-16 00:00:00+00:00,98.94
2013-08-17 00:00:00+00:00,99.02
2013-08-18 00:00:00+00:00,99.28
2013-08-19 00:00:00+00:00,101.79
2013-08-20 00:00:00+00:00,104.57
2013-08-21 00:00:00+00:00,111.89
2013-08-22 00:00:00+00:00,109.5
2013-08-23 00:00:00+00:00,107.12
2013-08-24 00:00:00+00:00,109.49
2013-08-25 00:00:00+00:00,112.18
2013-08-26 00:00:00+00:00,111.0
2013-08-27 00:00:00+00:00,118.5
2013-08-28 00:00:00+00:00,119.3
2013-08-29 00:00:00+00:00,118.25
2013-08-30 00:00:00+00:00,123.86
2013-08-31 00:00:00+00:00,131.24
2013-09-01 00:00:00+00:00,130.78
2013-09-02 00:00:00+00:00,130.02
2013-09-03 00:00:00+00:00,129.7
2013-09-04 00:00:00+00:00,124.47
2013-09-05 00:00:00+00:00,124.05
2013-09-06 00:00:00+00:00,117.05
2013-09-07 00:00:00+00:00,118.78
2013-09-08 00:00:00+00:00,118.5
2013-09-09 00:00:00+00:00,122.87
2013-09-10 00:00:00+00:00,122.26
2013-09-11 00:00:00+00:00,123.7
2013-09-12 00:00:00+00:00,128.08
2013-09-13 00:00:00+00:00,128.08
2013-09-14 00:00:00+00:00,124.03
2013-09-15 00:00:00+00:00,125.13
2013-09-16 00:00:00+00:00,125.8
2013-09-17 00:00:00+00:00,127.43
2013-09-18 00:00:00+00:00,127.87
2013-09-19 00:00:00+00:00,125.4
2013-09-20 00:00:00+00:00,123.77
2013-09-21 00:00:00+00:00,123.54
2013-09-22 00:00:00+00:00,122.95
2013-09-23 00:00:00+00:00,123.01
2013-09-24 00:00:00+00:00,122.89
2013-09-25 00:00:00+00:00,124.37
2013-09-26 00:00:00+00:00,124.64
2013-09-27 00:00:00+00:00,125.99
2013-09-28 00:00:00+00:00,126.67
2013-09-29 00:00:00+00:00,127.86
2013-09-30 00:00:00+00:00,126.24
2013-10-01 00:00:00+00:00,127.19
2013-10-02 00:00:00+00:00,110.83
2013-10-03 00:00:00+00:00,117.47
2013-10-04 00:00:00+00:00,122.32
2013-10-05 00:00:00+00:00,121.33
2013-10-06 00:00:00+00:00,122.28
2013-10-07 00:00:00+00:00,123.52
2013-10-08 00:00:00+00:00,124.01
2013-10-09 00:00:00+00:00,125.98
2013-10-10 00:00:00+00:00,126.39
2013-10-11 00:00:00+00:00,127.02
2013-10-12 00:00:00+00:00,127.94
2013-10-13 00:00:00+00:00,130.94
2013-10-14 00:00:00+00:00,135.45
2013-10-15 00:00:00+00:00,139.61
2013-10-16 00:00:00+00:00,141.23
2013-10-17 00:00:00+00:00,143.97
2013-10-18 00:00:00+00:00,151.98
2013-10-19 00:00:00+00:00,164.93
2013-10-20 00:00:00+00:00,165.0
2013-10-21 00:00:00+00:00,179.9
2013-10-22 00:00:00+00:00,189.3
2013-10-23 00:00:00+00:00,203.52
2013-10-24 00:00:00+00:00,191.7
2013-10-25 00:00:00+00:00,183.88
2013-10-26 00:00:00+00:00,181.0
2013-10-27 00:00:00+00:00,193.79
